C,S,SF,LP,QP,FA,NS,W,Sand,Gravel,Fi,SP,RH,T,Age,fc
450,0,50,0,0,0,0,90,797,1195,0,18,95,20,28,131
630,0,70,0,0,0,0,126,715,1073,0,18,95,20,28,135
810,0,90,0,0,0,0,162,616,923,0,18,95,20,28,137
810,0,90,0,0,0,0,162,616,923,0,18,95,20,28,137
630,180,90,0,0,0,0,126,616,923,0,18,95,20,28,150
630,180,90,0,0,0,0,144,616,923,0,18,95,20,28,142
630,180,90,0,0,0,0,144,616,923,0,18,95,20,28,142
450,180,90,180,0,0,0,144,616,923,0,18,95,20,28,150
270,180,90,360,0,0,0,144,616,923,0,18,95,20,28,130
450,0,50,0,0,0,0,90,797,1195,0,18,95,20,56,139
630,0,70,0,0,0,0,126,715,1073,0,18,95,20,56,146
810,0,90,0,0,0,0,162,616,923,0,18,95,20,56,150
810,0,90,0,0,0,0,162,616,923,0,18,95,20,56,150
630,180,90,0,0,0,0,162,616,923,0,18,95,20,56,141
450,360,90,0,0,0,0,162,616,923,0,18,95,20,56,133
630,180,90,0,0,0,0,126,616,923,0,18,95,20,56,159
630,180,90,0,0,0,0,144,616,923,0,18,95,20,56,160
630,180,90,0,0,0,0,162,616,923,0,18,95,20,56,141
630,180,90,0,0,0,0,144,616,923,0,18,95,20,56,160
450,180,90,180,0,0,0,144,616,923,0,18,95,20,56,161
450,0,50,0,0,0,0,90,797,1195,0,18,95,20,90,151
630,0,70,0,0,0,0,126,715,1073,0,18,95,20,90,160
810,0,90,0,0,0,0,162,616,923,0,18,95,20,90,170
810,0,90,0,0,0,0,162,616,923,0,18,95,20,90,170
630,180,90,0,0,0,0,162,616,923,0,18,95,20,90,169
630,180,90,0,0,0,0,126,616,923,0,18,95,20,90,168
630,180,90,0,0,0,0,144,616,923,0,18,95,20,90,172
630,180,90,0,0,0,0,162,616,923,0,18,95,20,90,169
630,180,90,0,0,0,0,144,616,923,0,18,95,20,90,172
450,180,90,180,0,0,0,144,616,923,0,18,95,20,90,176
270,180,90,360,0,0,0,144,616,923,0,18,95,20,90,150
450,0,50,0,0,0,0,90,797,1195,0,18,95,20,180,159
630,0,70,0,0,0,0,126,715,1073,0,18,95,20,180,167
810,0,90,0,0,0,0,162,616,923,0,18,95,20,180,174
810,0,90,0,0,0,0,162,616,923,0,18,95,20,180,174
630,180,90,0,0,0,0,162,616,923,0,18,95,20,180,170
630,180,90,0,0,0,0,126,616,923,0,18,95,20,180,168
630,180,90,0,0,0,0,144,616,923,0,18,95,20,180,175
630,180,90,0,0,0,0,162,616,923,0,18,95,20,180,170
630,180,90,0,0,0,0,144,616,923,0,18,95,20,180,175
450,180,90,180,0,0,0,144,616,923,0,18,95,20,180,179
270,180,90,360,0,0,0,144,616,923,0,18,95,20,180,160
450,0,50,0,0,0,0,90,797,1195,0,18,95,20,365,161
630,0,70,0,0,0,0,126,715,1073,0,18,95,20,365,169
810,0,90,0,0,0,0,162,616,923,0,18,95,20,365,177
810,0,90,0,0,0,0,162,616,923,0,18,95,20,365,177
630,180,90,0,0,0,0,162,616,923,0,18,95,20,365,174
630,180,90,0,0,0,0,126,616,923,0,18,95,20,365,168
630,180,90,0,0,0,0,144,616,923,0,18,95,20,365,178
630,180,90,0,0,0,0,162,616,923,0,18,95,20,365,174
630,180,90,0,0,0,0,144,616,923,0,18,95,20,365,178
450,180,90,180,0,0,0,144,616,923,0,18,95,20,365,183
270,180,90,360,0,0,0,144,616,923,0,18,95,20,365,164
874.9,0,43.7,0,0,0,0,202.1,1273.4,0,0,45.9,100,21,7,85.91
612.4,0,43.7,262.5,0,0,0,202.1,1273.4,0,0,45.9,100,21,7,78.52
699.9,0,43.7,0,175,0,0,202.1,1273.4,0,0,45.9,100,21,7,85.91
874.9,0,43.7,0,0,0,0,202.1,1273.4,0,39,45.9,100,21,7,106.71
612.4,0,43.7,262.5,0,0,0,202.1,1273.4,0,39,45.9,100,21,7,89.93
699.9,0,43.7,0,175,0,0,202.1,1273.4,0,39,45.9,100,21,7,99.33
874.9,0,43.7,0,0,0,0,202.1,1273.4,0,78,45.9,100,21,7,108.73
612.4,0,43.7,262.5,0,0,0,202.1,1273.4,0,78,45.9,100,21,7,92.62
699.9,0,43.7,0,175,0,0,202.1,1273.4,0,78,45.9,100,21,7,102.01
874.9,0,43.7,0,0,0,0,202.1,1273.4,0,117,45.9,100,21,7,110.74
612.4,0,43.7,262.5,0,0,0,202.1,1273.4,0,117,45.9,100,21,7,100
699.9,0,43.7,0,175,0,0,202.1,1273.4,0,117,45.9,100,21,7,108.73
874.9,0,43.7,0,0,0,0,202.1,1273.4,0,156,45.9,100,21,7,120.81
612.4,0,43.7,262.5,0,0,0,202.1,1273.4,0,156,45.9,100,21,7,105.37
699.9,0,43.7,0,175,0,0,202.1,1273.4,0,156,45.9,100,21,7,114.77
612.4,0,43.7,262.5,0,0,0,202.1,1273.4,0,195,45.9,100,21,7,114.09
699.9,0,43.7,0,175,0,0,202.1,1273.4,0,195,45.9,100,21,7,122.82
874.9,0,43.7,0,0,0,0,202.1,1273.4,0,0,45.9,100,21,28,100.67
612.4,0,43.7,262.5,0,0,0,202.1,1273.4,0,0,45.9,100,21,28,88.59
874.9,0,43.7,0,0,0,0,202.1,1273.4,0,39,45.9,100,21,28,115.44
612.4,0,43.7,262.5,0,0,0,202.1,1273.4,0,39,45.9,100,21,28,100.67
699.9,0,43.7,0,175,0,0,202.1,1273.4,0,39,45.9,100,21,28,106.71
874.9,0,43.7,0,0,0,0,202.1,1273.4,0,78,45.9,100,21,28,124.83
612.4,0,43.7,262.5,0,0,0,202.1,1273.4,0,78,45.9,100,21,28,114.09
699.9,0,43.7,0,175,0,0,202.1,1273.4,0,78,45.9,100,21,28,120.81
874.9,0,43.7,0,0,0,0,202.1,1273.4,0,117,45.9,100,21,28,132.22
612.4,0,43.7,262.5,0,0,0,202.1,1273.4,0,117,45.9,100,21,28,126.17
699.9,0,43.7,0,175,0,0,202.1,1273.4,0,117,45.9,100,21,28,130.2
874.9,0,43.7,0,0,0,0,202.1,1273.4,0,156,45.9,100,21,28,146.31
699.9,0,43.7,0,175,0,0,202.1,1273.4,0,156,45.9,100,21,28,139.6
874.9,0,43.7,0,0,0,0,202.1,1273.4,0,195,45.9,100,21,28,155.71
612.4,0,43.7,262.5,0,0,0,202.1,1273.4,0,195,45.9,100,21,28,141.61
699.9,0,43.7,0,175,0,0,202.1,1273.4,0,195,45.9,100,21,28,148.32
729,0,124,0,397,0,0,170,833,0,156,30,100,23,28,166.1
401,0,124,0,397,328,0,170,833,0,156,30,100,23,28,124.7
401,328,124,0,397,0,0,170,833,0,156,30,100,23,28,139.4
439.5,0,0,263.7,175.9,0,0,175.8,1273.4,0,0,43.9,100,21,3,49.61
435.1,0,0,263.7,175.9,0,4.4,175.8,1273.4,0,0,43.9,100,21,3,50.87
430.7,0,0,263.7,175.9,0,8.8,175.8,1273.4,0,0,43.9,100,21,3,54.96
426.3,0,0,263.7,175.9,0,13.2,175.8,1273.4,0,0,43.9,100,21,3,56.85
421.9,0,0,263.7,175.9,0,17.6,175.8,1273.4,0,0,43.9,100,21,3,57.17
417.5,0,0,263.7,175.9,0,22,175.8,1273.4,0,0,43.9,100,21,3,55.91
435.1,0,0,263.7,175.9,0,4.4,175.8,1273.4,0,195,43.9,100,21,3,70.35
430.7,0,0,263.7,175.9,0,8.8,175.8,1273.4,0,195,43.9,100,21,3,72.84
426.3,0,0,263.7,175.9,0,13.2,175.8,1273.4,0,195,43.9,100,21,3,78.44
421.9,0,0,263.7,175.9,0,17.6,175.8,1273.4,0,195,43.9,100,21,3,79.69
417.5,0,0,263.7,175.9,0,22,175.8,1273.4,0,195,43.9,100,21,3,77.82
430.7,0,0,263.7,175.9,0,8.8,175.8,1273.4,0,0,43.9,100,21,7,65.98
426.3,0,0,263.7,175.9,0,13.2,175.8,1273.4,0,0,43.9,100,21,7,68.82
421.9,0,0,263.7,175.9,0,17.6,175.8,1273.4,0,0,43.9,100,21,7,69.13
417.5,0,0,263.7,175.9,0,22,175.8,1273.4,0,0,43.9,100,21,7,65.35
439.5,0,0,263.7,175.9,0,0,175.8,1273.4,0,195,43.9,100,21,7,90.89
435.1,0,0,263.7,175.9,0,4.4,175.8,1273.4,0,195,43.9,100,21,7,94.63
430.7,0,0,263.7,175.9,0,8.8,175.8,1273.4,0,195,43.9,100,21,7,96.5
426.3,0,0,263.7,175.9,0,13.2,175.8,1273.4,0,195,43.9,100,21,7,100.86
421.9,0,0,263.7,175.9,0,17.6,175.8,1273.4,0,195,43.9,100,21,7,103.35
417.5,0,0,263.7,175.9,0,22,175.8,1273.4,0,195,43.9,100,21,7,98.99
435.1,0,0,263.7,175.9,0,4.4,175.8,1273.4,0,0,43.9,100,21,28,77.01
430.7,0,0,263.7,175.9,0,8.8,175.8,1273.4,0,0,43.9,100,21,28,81.1
426.3,0,0,263.7,175.9,0,13.2,175.8,1273.4,0,0,43.9,100,21,28,88.66
421.9,0,0,263.7,175.9,0,17.6,175.8,1273.4,0,0,43.9,100,21,28,91.18
417.5,0,0,263.7,175.9,0,22,175.8,1273.4,0,0,43.9,100,21,28,86.46
439.5,0,0,263.7,175.9,0,0,175.8,1273.4,0,195,43.9,100,21,28,113.93
435.1,0,0,263.7,175.9,0,4.4,175.8,1273.4,0,195,43.9,100,21,28,120.16
430.7,0,0,263.7,175.9,0,8.8,175.8,1273.4,0,195,43.9,100,21,28,126.38
594.2,0,0,265.3,0,0,24.8,176.9,1282.3,0,0,44.2,100,21,28,98.89
594.2,0,0,265.3,0,0,24.8,176.9,1282.3,0,156,44.2,100,21,28,139.44
594.2,0,0,265.3,0,0,24.8,176.9,1282.3,0,156,44.2,100,21,28,141.67
594.2,0,0,265.3,0,0,24.8,176.9,1282.3,0,156,44.2,100,21,28,129.44
594.2,0,0,265.3,0,0,24.8,176.9,1282.3,0,156,44.2,100,21,28,124.44
594.2,0,0,265.3,0,0,24.8,176.9,1282.3,0,156,44.2,100,21,28,120.56
594.2,0,0,265.3,0,0,24.8,176.9,1282.3,0,156,44.2,100,21,28,129.01
594.2,0,0,265.3,0,0,24.8,176.9,1282.3,0,156,44.2,100,21,28,132.96
594.2,0,0,265.3,0,0,24.8,176.9,1282.3,0,156,44.2,100,21,28,129.58
594.2,0,0,265.3,0,0,24.8,176.9,1282.3,0,156,44.2,100,21,28,136.34
594.2,0,0,265.3,0,0,24.8,176.9,1282.3,0,0,44.2,100,21,7,86.11
594.2,0,0,265.3,0,0,24.8,176.9,1282.3,0,156,44.2,100,21,7,113.89
594.2,0,0,265.3,0,0,24.8,176.9,1282.3,0,156,44.2,100,21,7,117.22
594.2,0,0,265.3,0,0,24.8,176.9,1282.3,0,156,44.2,100,21,7,114.44
594.2,0,0,265.3,0,0,24.8,176.9,1282.3,0,156,44.2,100,21,7,112.22
594.2,0,0,265.3,0,0,24.8,176.9,1282.3,0,156,44.2,100,21,7,111.11
753,0,188,0,0,183,0,180.72,1129,0,0,27,100,20,28,166
745,0,186,0,0,181,0,171.35,1118,0,0,27,100,20,28,162
778,0,194,0,0,189,0,178.94,0,1167,0,28,100,20,28,181
758,0,190,0,0,184,0,166.76,0,1138,0,27,100,20,28,155
745,0,186,0,0,181,0,171.35,0,1118,0,27,100,20,28,159
890,0,0,0,0,0,0,178,1231,0,0,30.2,100,21,1,59
890,0,0,0,0,0,0,178,1231,0,0,30.2,100,21,1,70.7
845.5,0,44.5,0,0,0,0,178,1231,0,0,30.2,100,21,1,73.2
801,0,89,0,0,0,0,178,1231,0,0,30.2,100,21,1,75.7
756.5,0,133.5,0,0,0,0,178,1231,0,0,30.2,100,21,1,70.5
845.5,0,44.5,0,0,0,0,178,1231,0,0,30.2,100,21,1,77.8
712,0,0,0,0,178,0,178,1231,0,0,30.2,100,21,1,53.7
667.5,0,44.5,0,0,178,0,178,1231,0,0,30.2,100,21,1,52.8
1009,0,0,0,0,0,0,201.8,1231,0,0,34.2,100,21,1,72.8
1009,0,0,0,0,0,0,201.8,1231,0,0,34.2,100,21,1,73.2
958.55,0,50.45,0,0,0,0,201.8,1231,0,0,34.2,100,21,1,80.1
756.75,0,50.45,0,0,201.8,0,201.8,1231,0,0,34.2,100,21,1,53.1
890,0,0,0,0,0,0,178,1231,0,0,30.2,100,21,7,95.7
890,0,0,0,0,0,0,178,1231,0,0,30.2,100,21,7,97.4
845.5,0,44.5,0,0,0,0,178,1231,0,0,30.2,100,21,7,105.7
801,0,89,0,0,0,0,178,1231,0,0,30.2,100,21,7,102.6
756.5,0,133.5,0,0,0,0,178,1231,0,0,30.2,100,21,7,96.8
712,0,178,0,0,0,0,178,1231,0,0,30.2,100,21,7,95.9
845.5,0,44.5,0,0,0,0,178,1231,0,0,30.2,100,21,7,106.1
712,0,0,0,0,178,0,178,1231,0,0,30.2,100,21,7,99.2
623,0,0,0,0,267,0,178,1231,0,0,30.2,100,21,7,101.2
534,0,0,0,0,356,0,178,1231,0,0,30.2,100,21,7,75.8
667.5,0,44.5,0,0,178,0,178,1231,0,0,30.2,100,21,7,92.8
1009,0,0,0,0,0,0,201.8,1231,0,0,34.2,100,21,7,102.8
1009,0,0,0,0,0,0,201.8,1231,0,0,34.2,100,21,7,102.3
958.55,0,50.45,0,0,0,0,201.8,1231,0,0,34.2,100,21,7,102.8
756.75,0,50.45,0,0,201.8,0,201.8,1231,0,0,34.2,100,21,7,101.5
890,0,0,0,0,0,0,178,1231,0,0,30.2,100,21,28,106.3
890,0,0,0,0,0,0,178,1231,0,0,30.2,100,21,28,113.2
845.5,0,44.5,0,0,0,0,178,1231,0,0,30.2,100,21,28,117.2
801,0,89,0,0,0,0,178,1231,0,0,30.2,100,21,28,118.6
756.5,0,133.5,0,0,0,0,178,1231,0,0,30.2,100,21,28,118
712,0,178,0,0,0,0,178,1231,0,0,30.2,100,21,28,111
845.5,0,44.5,0,0,0,0,178,1231,0,0,30.2,100,21,28,116.6
712,0,0,0,0,178,0,178,1231,0,0,30.2,100,21,28,109.9
623,0,0,0,0,267,0,178,1231,0,0,30.2,100,21,28,114.8
534,0,0,0,0,356,0,178,1231,0,0,30.2,100,21,28,102.6
667.5,0,44.5,0,0,178,0,178,1231,0,0,30.2,100,21,28,112.8
1009,0,0,0,0,0,0,201.8,1231,0,0,34.2,100,21,28,113.8
1009,0,0,0,0,0,0,201.8,1231,0,0,34.2,100,21,28,115.2
958.55,0,50.45,0,0,0,0,201.8,1231,0,0,34.2,100,21,28,115.4
756.75,0,50.45,0,0,201.8,0,201.8,1231,0,0,34.2,100,21,28,114.5
1151.11,0,211.89,0,0,0,0,272.6,1231,0,0,46.2,100,90,28,159.7
1151.11,0,211.89,0,0,0,0,272.6,1231,0,0,46.2,100,90,28,165.8
1151.11,0,211.89,0,0,0,0,272.6,1231,0,0,46.2,100,90,28,163.9
1151.11,0,211.89,0,0,0,0,272.6,1231,0,234,46.2,100,90,28,170.6
1151.11,0,211.89,0,0,0,0,272.6,1231,0,234,46.2,100,90,28,179
1151.11,0,211.89,0,0,0,0,272.6,1231,0,234,46.2,100,90,28,177
890,0,0,0,0,0,0,178,1231,0,0,30.2,100,21,56,108.8
890,0,0,0,0,0,0,178,1231,0,0,30.2,100,21,56,113.8
845.5,0,44.5,0,0,0,0,178,1231,0,0,30.2,100,21,56,120.1
801,0,89,0,0,0,0,178,1231,0,0,30.2,100,21,56,127.4
756.5,0,133.5,0,0,0,0,178,1231,0,0,30.2,100,21,56,120.1
712,0,178,0,0,0,0,178,1231,0,0,30.2,100,21,56,117.2
845.5,0,44.5,0,0,0,0,178,1231,0,0,30.2,100,21,56,124.1
712,0,0,0,0,178,0,178,1231,0,0,30.2,100,21,56,110.3
623,0,0,0,0,267,0,178,1231,0,0,30.2,100,21,56,117.2
534,0,0,0,0,356,0,178,1231,0,0,30.2,100,21,56,110.9
667.5,0,44.5,0,0,178,0,178,1231,0,0,30.2,100,21,56,113.8
1009,0,0,0,0,0,0,201.8,1231,0,0,34.2,100,21,56,126.2
1009,0,0,0,0,0,0,201.8,1231,0,0,34.2,100,21,56,129.3
958.55,0,50.45,0,0,0,0,201.8,1231,0,0,34.2,100,21,56,129
756.75,0,50.45,0,0,201.8,0,201.8,1231,0,0,34.2,100,21,56,131.7
890,0,0,0,0,0,0,178,1231,0,0,30.2,100,21,90,114.1
890,0,0,0,0,0,0,178,1231,0,0,30.2,100,21,90,118.1
845.5,0,44.5,0,0,0,0,178,1231,0,0,30.2,100,21,90,125.4
801,0,89,0,0,0,0,178,1231,0,0,30.2,100,21,90,127.6
712,0,178,0,0,0,0,178,1231,0,0,30.2,100,21,90,118.6
845.5,0,44.5,0,0,0,0,178,1231,0,0,30.2,100,21,90,126.2
712,0,0,0,0,178,0,178,1231,0,0,30.2,100,21,90,117.5
623,0,0,0,0,267,0,178,1231,0,0,30.2,100,21,90,119.3
534,0,0,0,0,356,0,178,1231,0,0,30.2,100,21,90,119.1
667.5,0,44.5,0,0,178,0,178,1231,0,0,30.2,100,21,90,119.7
1009,0,0,0,0,0,0,201.8,1231,0,0,34.2,100,21,90,139.3
1009,0,0,0,0,0,0,201.8,1231,0,0,34.2,100,21,90,149.7
958.55,0,50.45,0,0,0,0,201.8,1231,0,0,34.2,100,21,90,155.2
756.75,0,50.45,0,0,201.8,0,201.8,1231,0,0,34.2,100,21,90,152.1
472,315,262,0,0,0,0,178,1049,0,0,21,100,20,7,94.3
472,315,262,0,0,0,0,178,1049,0,156,21,100,20,7,114.9
472,315,262,0,0,0,0,178,1049,0,156,21,100,20,7,120.9
472,315,262,0,0,0,0,178,1049,0,156,21,100,20,7,108.3
472,315,262,0,0,0,0,178,1049,0,0,21,100,20,28,97.8
472,315,262,0,0,0,0,178,1049,0,156,21,100,20,28,134.4
472,315,262,0,0,0,0,178,1049,0,156,21,100,20,28,143.5
472,315,262,0,0,0,0,178,1049,0,156,21,100,20,28,127.4
472,315,262,0,0,0,0,178,1049,0,156,21,100,20,28,122.9
472,315,262,0,0,0,0,178,1049,0,156,21,100,20,28,120.4
850,0,137.5,0,0,112.5,0,176,1100,0,234,8,100,23,28,162.1
850,0,137.5,0,0,112.5,0,176,1100,0,234,8,100,23,28,162.8
700,0,50,0,0,150,0,180,1104,0,0,30,100,20,1,57.9
700,0,50,0,0,150,0,180,1104,0,39,30,100,20,1,64.5
700,0,50,0,0,150,0,180,1104,0,78,30,100,20,1,73.8
700,0,50,0,0,150,0,180,1104,0,117,30,100,20,1,83.2
700,0,50,0,0,150,0,180,1104,0,156,30,100,20,1,88.8
700,0,50,0,0,150,0,180,1104,0,195,30,100,20,1,89.7
700,0,50,0,0,150,0,180,1104,0,0,30,100,20,7,94.4
700,0,50,0,0,150,0,180,1104,0,39,30,100,20,7,96.3
700,0,50,0,0,150,0,180,1104,0,78,30,100,20,7,102.8
700,0,50,0,0,150,0,180,1104,0,117,30,100,20,7,115.9
700,0,50,0,0,150,0,180,1104,0,156,30,100,20,7,120.6
700,0,50,0,0,150,0,180,1104,0,195,30,100,20,7,125.2
700,0,50,0,0,150,0,180,1104,0,0,30,100,20,28,105.6
700,0,50,0,0,150,0,180,1104,0,78,30,100,20,28,138.3
700,0,50,0,0,150,0,180,1104,0,117,30,100,20,28,149.5
700,0,50,0,0,150,0,180,1104,0,156,30,100,20,28,153.3
700,0,50,0,0,150,0,180,1104,0,195,30,100,20,28,156.1
741,0,185,64.75,194.25,0,0,185,815,0,156,9,65,30,1,76
741,0,185,129.5,129.5,0,0,185,815,0,156,9,65,30,1,78
741,0,185,194.25,64.75,0,0,185,815,0,156,9,65,30,1,82
741,0,185,259,0,0,0,185,815,0,0,9,65,30,1,82
741,0,185,0,259,0,0,185,815,0,156,9,65,30,3,117
741,0,185,64.75,194.25,0,0,185,815,0,156,9,65,30,3,118
741,0,185,129.5,129.5,0,0,185,815,0,156,9,65,30,3,111
741,0,185,194.25,64.75,0,0,185,815,0,156,9,65,30,3,116
741,0,185,259,0,0,0,185,815,0,0,9,65,30,3,115
741,0,185,0,259,0,0,185,815,0,156,9,65,30,7,144
741,0,185,64.75,194.25,0,0,185,815,0,156,9,65,30,7,142
741,0,185,194.25,64.75,0,0,185,815,0,156,9,65,30,7,138
741,0,185,64.75,194.25,0,0,185,815,0,156,9,65,30,28,159
741,0,185,129.5,129.5,0,0,185,815,0,156,9,65,30,28,160
741,0,185,194.25,64.75,0,0,185,815,0,156,9,65,30,28,158
741,0,185,259,0,0,0,185,815,0,0,9,65,30,28,155
741,0,185,0,259,0,0,185,815,0,156,9,65,30,90,165
741,0,185,64.75,194.25,0,0,185,815,0,156,9,65,30,90,171
741,0,185,129.5,129.5,0,0,185,815,0,156,9,65,30,90,167
741,0,185,194.25,64.75,0,0,185,815,0,156,9,65,30,90,168
890,0,222,0,0,0,0,222,799,0,117,29.7,100,23,28,130.3
933,0,233,0,0,0,0,168,1026,0,0,37.6,100,23,28,101.4
933,0,233,0,0,0,0,168,1026,0,0,37.6,100,23,28,116.2
850,0,260,0,212,0,0,170,850,0,156,45,100,23,28,184
950,0,234,0,95,0,0,215,1030,0,234,12.7,100,23,28,158.1
950,0,234,0,95,0,0,215,1030,0,234,12.7,100,23,28,168.6
850,0,260,0,212,0,0,170,850,0,156,45,100,23,28,180.8
850,0,260,0,212,0,0,170,850,0,156,45,100,23,28,192.2
850,0,260,0,212,0,0,170,850,0,156,45,100,23,28,206.6
850,0,260,0,212,0,0,170,850,0,156,45,100,23,28,185.2
850,0,260,0,212,0,0,170,850,0,156,45,100,23,28,198.5
850,0,260,0,212,0,0,170,850,0,156,45,100,23,28,188.2
850,0,260,0,212,0,0,170,850,0,156,45,100,23,28,202.2
850,0,260,0,212,0,0,170,850,0,156,45,100,23,28,193.5
850,0,260,0,212,0,0,170,850,0,156,45,100,23,28,203.9
850,0,260,0,212,0,0,170,850,0,156,45,100,23,28,197.9
850,0,260,0,212,0,0,170,850,0,156,45,100,23,28,201.2
850,0,260,0,212,0,0,170,850,0,156,45,100,23,28,206.2
850,0,260,0,212,0,0,170,850,0,156,45,100,23,28,205.6
850,0,260,0,212,0,0,170,850,0,156,45,100,23,28,199.9
850,0,260,0,212,0,0,170,850,0,156,45,100,23,28,195.2
850,0,260,0,212,0,0,170,850,0,156,45,100,23,28,190.2
850,0,260,0,212,0,0,170,850,0,156,45,100,23,28,208.2
850,0,260,0,212,0,0,170,850,0,156,45,100,23,28,181
850,0,260,0,212,0,0,170,850,0,156,45,100,23,28,192.2
850,0,260,0,212,0,0,170,850,0,156,45,100,23,28,206.78
850,0,260,0,212,0,0,170,850,0,156,45,100,23,28,182.4
