c,bfs,fa,w,sp,ca,fa,age,cs
240,160,0,120,9.6,1161,774,3,48.5
160,240,0,120,6,1155,770,3,32.3
80,320,0,120,4.8,1149,766,3,24.5
400,0,0,160,6,1107,738,3,49.2
320,80,0,160,4,1101,734,3,41
240,160,0,160,4,1095,730,3,33.4
160,240,0,160,2.4,1092,728,3,26
80,320,0,160,3.6,1086,724,3,22.2
400,0,0,200,0.4,1041,694,3,26.2
320,80,0,200,0,1038,692,3,22.9
240,160,0,200,0,1032,688,3,17.4
160,240,0,200,0,1026,684,3,14.4
80,320,0,200,0,1023,682,3,8.4
450,0,0,135,18,1119,746,3,63.8
360,90,0,135,14.4,1116,744,3,58
270,180,0,135,11.7,1110,740,3,49.8
180,270,0,135,9,1104,736,3,36.8
90,360,0,135,8.1,1098,732,3,26.3
450,0,0,180,4.5,1050,700,3,53
360,90,0,180,3.6,1044,696,3,45.8
270,180,0,180,2.25,1038,692,3,35.9
180,270,0,180,2.25,1032,688,3,26.9
90,360,0,180,1.35,1026,684,3,22.6
450,0,0,225,0,978,652,3,25.8
360,90,0,225,0,972,648,3,21.3
270,180,0,225,0,966,644,3,16.7
180,270,0,225,0,960,640,3,13
90,360,0,225,0,954,636,3,9
350,0,0,105,12.25,1218,812,7,69.4
280,70,0,105,11.55,1215,810,7,68.3
210,140,0,105,8.75,1209,806,7,64.2
140,210,0,105,7,1206,804,7,57.3
70,280,0,105,5.6,1200,800,7,45.8
350,0,0,140,5.25,1164,776,7,54.8
280,70,0,140,4.2,1158,772,7,50.9
210,140,0,140,3.5,1155,770,7,49.1
140,210,0,140,1.75,1149,766,7,46.9
70,280,0,140,2.8,1146,764,7,37.3
350,0,0,175,0.7,1107,738,7,44.5
280,70,0,175,0,1104,736,7,41.2
210,140,0,175,0,1098,732,7,36.9
140,210,0,175,0,1095,730,7,28.7
70,280,0,175,0,1089,726,7,21.8
400,0,0,120,16,1170,780,7,73.8
320,80,0,120,14,1164,776,7,69
240,160,0,120,9.6,1161,774,7,64.5
160,240,0,120,6,1155,770,7,58.3
80,320,0,120,4.8,1149,766,7,48.5
400,0,0,160,6,1107,738,7,53.7
320,80,0,160,4,1101,734,7,51.5
240,160,0,160,4,1095,730,7,50.6
160,240,0,160,2.4,1092,728,7,45.6
80,320,0,160,3.6,1086,724,7,38.6
400,0,0,200,0.4,1041,694,7,34.9
320,80,0,200,0,1038,692,7,34.2
240,160,0,200,0,1032,688,7,28.6
160,240,0,200,0,1026,684,7,23.8
80,320,0,200,0,1023,682,7,18.7
450,0,0,135,18,1119,746,7,75.7
360,90,0,135,14.4,1116,744,7,72.1
270,180,0,135,11.7,1110,740,7,66.4
180,270,0,135,9,1104,736,7,63.2
90,360,0,135,8.1,1098,732,7,50.2
450,0,0,180,4.5,1050,700,7,59.2
360,90,0,180,3.6,1044,696,7,60.3
270,180,0,180,2.25,1038,692,7,56.3
180,270,0,180,2.25,1032,688,7,38.6
90,360,0,180,1.35,1026,684,7,36.7
450,0,0,225,0,978,652,7,36.6
360,90,0,225,0,972,648,7,33.2
270,180,0,225,0,966,644,7,28.3
180,270,0,225,0,960,640,7,20.8
90,360,0,225,0,954,636,7,17.5
350,0,0,105,12.25,1218,812,28,75.8
280,70,0,105,11.55,1215,810,28,81.4
210,140,0,105,8.75,1209,806,28,81
140,210,0,105,7,1206,804,28,73.3
70,280,0,105,5.6,1200,800,28,62.7
350,0,0,140,5.25,1164,776,28,63.9
280,70,0,140,4.2,1158,772,28,65.8
210,140,0,140,3.5,1155,770,28,67.2
140,210,0,140,1.75,1149,766,28,61.8
70,280,0,140,2.8,1146,764,28,50.4
350,0,0,175,0.7,1107,738,28,53.6
280,70,0,175,0,1104,736,28,57
210,140,0,175,0,1098,732,28,55.9
140,210,0,175,0,1095,730,28,45.1
70,280,0,175,0,1089,726,28,29.9
400,0,0,120,16,1170,780,28,80.7
320,80,0,120,14,1164,776,28,81.4
240,160,0,120,9.6,1161,774,28,82
160,240,0,120,6,1155,770,28,77.8
80,320,0,120,4.8,1149,766,28,67.7
400,0,0,160,6,1107,738,28,63.9
320,80,0,160,4,1101,734,28,66
240,160,0,160,4,1095,730,28,66.9
160,240,0,160,2.4,1092,728,28,61.1
80,320,0,160,3.6,1086,724,28,53.1
400,0,0,200,0.4,1041,694,28,51.4
320,80,0,200,0,1038,692,28,52.6
240,160,0,200,0,1032,688,28,51.6
160,240,0,200,0,1026,684,28,40.1
80,320,0,200,0,1023,682,28,25.3
450,0,0,135,18,1119,746,28,80.3
360,90,0,135,14.4,1116,744,28,81.8
270,180,0,135,11.7,1110,740,28,83.8
180,270,0,135,9,1104,736,28,80.6
90,360,0,135,8.1,1098,732,28,66.3
450,0,0,180,4.5,1050,700,28,64.3
360,90,0,180,3.6,1044,696,28,73.5
270,180,0,180,2.25,1038,692,28,66.4
180,270,0,180,2.25,1032,688,28,61.8
90,360,0,180,1.35,1026,684,28,46.8
450,0,0,225,0,978,652,28,48.7
360,90,0,225,0,972,648,28,50.4
270,180,0,225,0,966,644,28,49.3
180,270,0,225,0,960,640,28,39.5
90,360,0,225,0,954,636,28,27.7
350,0,0,105,12.25,1218,812,90,83.9
280,70,0,105,11.55,1215,810,90,86.8
210,140,0,105,8.75,1209,806,90,87.8
140,210,0,105,7,1206,804,90,81.2
70,280,0,105,5.6,1200,800,90,70.6
350,0,0,140,5.25,1164,776,90,71.3
280,70,0,140,4.2,1158,772,90,73.7
210,140,0,140,3.5,1155,770,90,76.3
140,210,0,140,1.75,1149,766,90,74
70,280,0,140,2.8,1146,764,90,58.9
350,0,0,175,0.7,1107,738,90,61.5
280,70,0,175,0,1104,736,90,65.4
210,140,0,175,0,1098,732,90,65.9
140,210,0,175,0,1095,730,90,58.3
70,280,0,175,0,1089,726,90,38.1
400,0,0,120,16,1170,780,90,85.2
320,80,0,120,14,1164,776,90,90.1
240,160,0,120,9.6,1161,774,90,88.3
160,240,0,120,6,1155,770,90,79
80,320,0,120,4.8,1149,766,90,76.2
400,0,0,160,6,1107,738,90,67.9
320,80,0,160,4,1101,734,90,72.4
240,160,0,160,4,1095,730,90,77.9
160,240,0,160,2.4,1092,728,90,75.1
80,320,0,160,3.6,1086,724,90,56.8
400,0,0,200,0.4,1041,694,90,56.8
320,80,0,200,0,1038,692,90,61.4
240,160,0,200,0,1032,688,90,57.9
160,240,0,200,0,1026,684,90,49.6
80,320,0,200,0,1023,682,90,31.6
450,0,0,135,18,1119,746,90,85.7
360,90,0,135,14.4,1116,744,90,90.1
270,180,0,135,11.7,1110,740,90,91.4
180,270,0,135,9,1104,736,90,92.5
90,360,0,135,8.1,1098,732,90,77.4
450,0,0,180,4.5,1050,700,90,71
360,90,0,180,3.6,1044,696,90,82.3
270,180,0,180,2.25,1038,692,90,81
180,270,0,180,2.25,1032,688,90,73.4
90,360,0,180,1.35,1026,684,90,54.6
450,0,0,225,0,978,652,90,50.5
360,90,0,225,0,972,648,90,56.2
270,180,0,225,0,966,644,90,53.4
180,270,0,225,0,960,640,90,49.1
90,360,0,225,0,954,636,90,35
350,0,0,105,12.25,1218,812,360,90
280,70,0,105,11.55,1215,810,360,86.9
210,140,0,105,8.75,1209,806,360,91.8
140,210,0,105,7,1206,804,360,85.7
70,280,0,105,5.6,1200,800,360,74.7
350,0,0,140,5.25,1164,776,360,72.8
280,70,0,140,4.2,1158,772,360,76.7
210,140,0,140,3.5,1155,770,360,78.2
140,210,0,140,1.75,1149,766,360,79.1
70,280,0,140,2.8,1146,764,360,62.6
350,0,0,175,0.7,1107,738,360,66
280,70,0,175,0,1104,736,360,69.8
210,140,0,175,0,1098,732,360,71.7
140,210,0,175,0,1095,730,360,65.9
70,280,0,175,0,1089,726,360,39.1
400,0,0,120,16,1170,780,360,89.9
320,80,0,120,14,1164,776,360,97.1
240,160,0,120,9.6,1161,774,360,92.4
160,240,0,120,6,1155,770,360,89.2
80,320,0,120,4.8,1149,766,360,82.9
400,0,0,160,6,1107,738,360,70.6
320,80,0,160,4,1101,734,360,76.4
240,160,0,160,4,1095,730,360,79
160,240,0,160,2.4,1092,728,360,82.8
80,320,0,160,3.6,1086,724,360,68
400,0,0,200,0.4,1041,694,360,64.1
320,80,0,200,0,1038,692,360,65.8
240,160,0,200,0,1032,688,360,65.2
160,240,0,200,0,1026,684,360,56
80,320,0,200,0,1023,682,360,34.3
450,0,0,135,18,1119,746,360,92.8
360,90,0,135,14.4,1116,744,360,95.9
270,180,0,135,11.7,1110,740,360,96.8
180,270,0,135,9,1104,736,360,101.3
90,360,0,135,8.1,1098,732,360,78.4
450,0,0,180,4.5,1050,700,360,79.4
360,90,0,180,3.6,1044,696,360,86.6
270,180,0,180,2.25,1038,692,360,84.6
180,270,0,180,2.25,1032,688,360,80.6
90,360,0,180,1.35,1026,684,360,58.9
450,0,0,225,0,978,652,360,60.2
360,90,0,225,0,972,648,360,66.7
270,180,0,225,0,966,644,360,65.1
180,270,0,225,0,960,640,360,57.4
90,360,0,225,0,954,636,360,39.6
280,0,0,202,0,988,777,1,5.3
224,0,56,185,0.5,1003,788,1,5
168,0,112,157,2.1,1041,802,1,3.9
112,0,168,124,3.9,1106,801,1,2.6
112,0,448,150,3.7,1101,418,1,2.3
340,0,0,203,0.4,977,737,1,7.6
272,0,68,188,0.8,985,743,1,7.6
204,0,136,163,1.7,1017,752,1,5.8
136,0,204,124,3.3,1089,756,1,3.5
136,0,544,163,4.9,1062,295,1,3.3
280,0,0,202,0,988,777,3,14.6
224,0,56,185,0.5,1003,788,3,12.9
168,0,112,157,2.1,1041,802,3,10.4
112,0,168,124,3.9,1106,801,3,9.7
112,0,448,150,3.7,1101,418,3,8.5
340,0,0,203,0.4,977,737,3,20.4
272,0,68,188,0.8,985,743,3,17.6
204,0,136,163,1.7,1017,752,3,17.8
136,0,204,124,3.3,1089,756,3,13.3
136,0,544,163,4.9,1062,295,3,9.8
280,0,0,202,0,988,777,7,20.9
224,0,56,185,0.5,1003,788,7,18.9
168,0,112,157,2.1,1041,802,7,16.8
112,0,168,124,3.9,1106,801,7,14.5
112,0,448,150,3.7,1101,418,7,14.1
340,0,0,203,0.4,977,737,7,27.2
272,0,68,188,0.8,985,743,7,23.9
204,0,136,163,1.7,1017,752,7,24.7
136,0,204,124,3.3,1089,756,7,18.9
136,0,544,163,4.9,1062,295,7,16.5
280,0,0,202,0,988,777,28,25
224,0,56,185,0.5,1003,788,28,25.4
168,0,112,157,2.1,1041,802,28,25.6
112,0,168,124,3.9,1106,801,28,23.5
112,0,448,150,3.7,1101,418,28,20.9
340,0,0,203,0.4,977,737,28,34.5
272,0,68,188,0.8,985,743,28,36.5
204,0,136,163,1.7,1017,752,28,40.3
136,0,204,124,3.3,1089,756,28,34.5
136,0,544,163,4.9,1062,295,28,30
280,0,0,202,0,988,777,56,27.6
224,0,56,185,0.5,1003,788,56,28.5
168,0,112,157,2.1,1041,802,56,30
112,0,168,124,3.9,1106,801,56,25.6
112,0,448,150,3.7,1101,418,56,24.3
340,0,0,203,0.4,977,737,56,37.2
272,0,68,188,0.8,985,743,56,40.8
204,0,136,163,1.7,1017,752,56,42.5
136,0,204,124,3.3,1089,756,56,38.8
136,0,544,163,4.9,1062,295,56,34.4
280,0,0,202,0,988,777,91,29
224,0,56,185,0.5,1003,788,91,32.1
168,0,112,157,2.1,1041,802,91,35.2
112,0,168,124,3.9,1106,801,91,30.6
112,0,448,150,3.7,1101,418,91,28.5
340,0,0,203,0.4,977,737,91,40.3
272,0,68,188,0.8,985,743,91,45.8
204,0,136,163,1.7,1017,752,91,51.3
136,0,204,124,3.3,1089,756,91,47.8
136,0,544,163,4.9,1062,295,91,40.4
280,0,0,202,0,988,777,182,32.4
224,0,56,185,0.5,1003,788,182,35.9
168,0,112,157,2.1,1041,802,182,39.8
112,0,168,124,3.9,1106,801,182,37.3
112,0,448,150,3.7,1101,418,182,33.6
340,0,0,203,0.4,977,737,182,41.8
272,0,68,188,0.8,985,743,182,49.4
204,0,136,163,1.7,1017,752,182,56.1
136,0,204,124,3.3,1089,756,182,55.6
136,0,544,163,4.9,1062,295,182,48.6
280,0,0,202,0,988,777,365,36.5
224,0,56,185,0.5,1003,788,365,43.2
168,0,112,157,2.1,1041,802,365,39.4
112,0,168,124,3.9,1106,801,365,41.2
112,0,448,150,3.7,1101,418,365,38.7
340,0,0,203,0.4,977,737,365,44.6
272,0,68,188,0.8,985,743,365,54.7
204,0,136,163,1.7,1017,752,365,62.4
136,0,204,124,3.3,1089,756,365,65.3
136,0,544,163,4.9,1062,295,365,61.6
400,0,0,180,0,1107,665,3,21.8
320,80,0,180,0,1107,665,3,14.7
240,160,0,180,0,1107,665,3,11.3
160,240,0,180,0,1107,665,3,9.4
350,0,0,157.5,0,1132,680,3,17.2
280,70,0,157.5,0,1132,680,3,12.9
210,140,0,157.5,0,1132,680,3,8.9
140,210,0,157.5,0,1132,680,3,7
320,0,0,144,0,1145,688,3,14
256,64,0,144,0,1145,688,3,9.9
192,128,0,144,0,1145,688,3,7.7
128,192,0,144,0,1145,688,3,6.3
400,0,0,180,0,1107,665,7,30
320,80,0,180,0,1107,665,7,22.2
240,160,0,180,0,1107,665,7,19.3
160,240,0,180,0,1107,665,7,17.7
350,0,0,157.5,0,1132,680,7,23.3
280,70,0,157.5,0,1132,680,7,17.8
210,140,0,157.5,0,1132,680,7,15.1
140,210,0,157.5,0,1132,680,7,12.6
320,0,0,144,0,1145,688,7,19
256,64,0,144,0,1145,688,7,16
192,128,0,144,0,1145,688,7,13.1
128,192,0,144,0,1145,688,7,11.3
400,0,0,180,0,1107,665,28,46.5
320,80,0,180,0,1107,665,28,38.4
240,160,0,180,0,1107,665,28,35.2
160,240,0,180,0,1107,665,28,30.1
350,0,0,157.5,0,1132,680,28,37
280,70,0,157.5,0,1132,680,28,33
210,140,0,157.5,0,1132,680,28,30.9
140,210,0,157.5,0,1132,680,28,26.9
320,0,0,144,0,1145,688,28,27
256,64,0,144,0,1145,688,28,24.5
192,128,0,144,0,1145,688,28,22.8
128,192,0,144,0,1145,688,28,19
400,0,0,180,0,1107,665,56,50.4
320,80,0,180,0,1107,665,56,45.2
240,160,0,180,0,1107,665,56,47.2
160,240,0,180,0,1107,665,56,34.6
350,0,0,157.5,0,1132,680,56,40.2
280,70,0,157.5,0,1132,680,56,36.2
210,140,0,157.5,0,1132,680,56,38.1
140,210,0,157.5,0,1132,680,56,30.5
320,0,0,144,0,1145,688,56,29.7
256,64,0,144,0,1145,688,56,26.7
192,128,0,144,0,1145,688,56,28.2
128,192,0,144,0,1145,688,56,21.2
400,0,0,180,0,1107,665,90,52.1
320,80,0,180,0,1107,665,90,47.2
240,160,0,180,0,1107,665,90,49.8
160,240,0,180,0,1107,665,90,37
350,0,0,157.5,0,1132,680,90,41.6
280,70,0,157.5,0,1132,680,90,38
210,140,0,157.5,0,1132,680,90,39.7
140,210,0,157.5,0,1132,680,90,32
320,0,0,144,0,1145,688,90,30.8
256,64,0,144,0,1145,688,90,28.2
192,128,0,144,0,1145,688,90,29.6
128,192,0,144,0,1145,688,90,23
400,0,0,180,0,1107,665,150,53.4
320,80,0,180,0,1107,665,150,49.6
240,160,0,180,0,1107,665,150,52
160,240,0,180,0,1107,665,150,39.2
350,0,0,157.5,0,1132,680,150,43.5
280,70,0,157.5,0,1132,680,150,40.2
210,140,0,157.5,0,1132,680,150,42.1
140,210,0,157.5,0,1132,680,150,34.5
320,0,0,144,0,1145,688,150,31.8
256,64,0,144,0,1145,688,150,29.4
192,128,0,144,0,1145,688,150,30.5
128,192,0,144,0,1145,688,150,24.1
400,0,0,180,0,1107,665,180,54.1
320,80,0,180,0,1107,665,180,50.8
240,160,0,180,0,1107,665,180,52.8
160,240,0,180,0,1107,665,180,39.9
350,0,0,157.5,0,1132,680,180,44.4
280,70,0,157.5,0,1132,680,180,41.4
210,140,0,157.5,0,1132,680,180,43.2
140,210,0,157.5,0,1132,680,180,35.7
320,0,0,144,0,1145,688,180,32.3
256,64,0,144,0,1145,688,180,30.1
192,128,0,144,0,1145,688,180,31.2
128,192,0,144,0,1145,688,180,24.8
450,0,0,157.5,4.5,780,820,7,27.5
382.5,67.5,0,157.5,4.5,780,820,7,30.1
315,135,0,157.5,4.5,780,820,7,30.8
247.5,202.5,0,157.5,4.5,780,820,7,29.6
180,270,0,157.5,4.5,780,820,7,28.5
450,0,0,157.5,4.5,780,820,14,32.1
382.5,67.5,0,157.5,4.5,780,820,14,38.3
315,135,0,157.5,4.5,780,820,14,40.5
247.5,202.5,0,157.5,4.5,780,820,14,38.2
180,270,0,157.5,4.5,780,820,14,37.1
450,0,0,157.5,4.5,780,820,28,35.7
382.5,67.5,0,157.5,4.5,780,820,28,42.4
315,135,0,157.5,4.5,780,820,28,43.8
247.5,202.5,0,157.5,4.5,780,820,28,40.4
180,270,0,157.5,4.5,780,820,28,39.7
450,0,0,157.5,4.5,780,820,56,38.2
382.5,67.5,0,157.5,4.5,780,820,56,45.9
315,135,0,157.5,4.5,780,820,56,47.6
247.5,202.5,0,157.5,4.5,780,820,56,44.9
180,270,0,157.5,4.5,780,820,56,43.2
450,0,0,157.5,4.5,780,820,90,40.8
382.5,67.5,0,157.5,4.5,780,820,90,50.5
315,135,0,157.5,4.5,780,820,90,52.8
247.5,202.5,0,157.5,4.5,780,820,90,49
180,270,0,157.5,4.5,780,820,90,48.8
390,0,0,185,2.6,1170,560,7,19.4
390,0,50,187,3.5,1170,510,7,21.4
390,0,110,190,3.6,1170,450,7,22.6
390,0,170,190,3.7,1170,390,7,25
390,0,220,192,3.7,1170,340,7,26.5
390,0,280,195,3.9,1170,280,7,27.2
390,0,0,185,2.6,1170,560,14,22
390,0,50,187,3.5,1170,510,14,23
390,0,110,190,3.6,1170,450,14,24.6
390,0,170,190,3.7,1170,390,14,27.6
390,0,220,192,3.7,1170,340,14,29.3
390,0,280,195,3.9,1170,280,14,30.2
390,0,0,185,2.6,1170,560,28,26.4
390,0,50,187,3.5,1170,510,28,28.2
390,0,110,190,3.6,1170,450,28,30.8
390,0,170,190,3.7,1170,390,28,34.9
390,0,220,192,3.7,1170,340,28,38.9
390,0,280,195,3.9,1170,280,28,40
390,0,0,185,2.6,1170,560,56,29
390,0,50,187,3.5,1170,510,56,31.2
390,0,110,190,3.6,1170,450,56,34
390,0,170,190,3.7,1170,390,56,40.2
390,0,220,192,3.7,1170,340,56,44.6
390,0,280,195,3.9,1170,280,56,46.3
390,0,0,185,2.6,1170,560,91,31
390,0,50,187,3.5,1170,510,91,34.2
390,0,110,190,3.6,1170,450,91,38
390,0,170,190,3.7,1170,390,91,44
390,0,220,192,3.7,1170,340,91,49.8
390,0,280,195,3.9,1170,280,91,51.4
390,0,0,185,2.6,1170,560,365,32.8
390,0,50,187,3.5,1170,510,365,36.3
390,0,110,190,3.6,1170,450,365,40.5
390,0,170,190,3.7,1170,390,365,46.4
390,0,220,192,3.7,1170,340,365,52.3
390,0,280,195,3.9,1170,280,365,54.8
637,0,0,150,18.4,936,711,3,70
475,0,158,150,18.3,924,681,3,62.3
347,0,283,148,23.7,920,639,3,42.5
702,0,0,135,35.1,949,641,3,78
512,0,173,133,34.7,932,620,3,66.8
372,0,305,130,33.8,927,608,3,41.7
637,0,0,150,18.4,936,711,7,79.5
475,0,158,150,18.3,924,681,7,74.6
347,0,283,148,23.7,920,639,7,56.3
702,0,0,135,35.1,949,641,7,83.5
512,0,173,133,34.7,932,620,7,74.2
372,0,305,130,33.8,927,608,7,56.4
637,0,0,150,18.4,936,711,28,97.4
475,0,158,150,18.3,924,681,28,105.9
347,0,283,148,23.7,920,639,28,89.4
702,0,0,135,35.1,949,641,28,96.8
512,0,173,133,34.7,932,620,28,102.3
372,0,305,130,33.8,927,608,28,88.5
637,0,0,150,18.4,936,711,90,110.2
475,0,158,150,18.3,924,681,90,124.5
347,0,283,148,23.7,920,639,90,107.2
702,0,0,135,35.1,949,641,90,114.5
512,0,173,133,34.7,932,620,90,123.6
372,0,305,130,33.8,927,608,90,109.2
200,0,200,195,0,810.5,810.5,28,34.2
200,0,250,195,1,810.5,748.5,28,38.2
200,0,300,195,1.25,810.5,686.5,28,36.7
200,0,350,195,2.24,810.5,624.5,28,42
200,0,400,195,2,810.5,562.5,28,40.2
150,0,150,183,0,878.6,878.6,28,24.3
150,0,200,183,0,878.6,816.6,28,25.7
150,0,250,183,0,878.6,754.6,28,24.5
150,0,300,183,0.33,878.6,692.6,28,26.8
150,0,350,183,1.13,878.6,630.6,28,29.8
